compound,smiles,source_row,duplicate_name_count
Cyasterone,O[C@H]1C[C@@]2(C)[C@@H](C[C@H]1O)C(=O)C=C1[C@@H]2CC[C@]2([C@@]1(O)CC[C@@H]2[C@]([C@@H](C[C@@H]1[C@@H](C)OC(=O)[C@H]1C)O)(O)C)C,1193,1
Colchicine,CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,1175,1
Laminarin,C(C1C(C(C(C(O1)O)O)OC2C(C(C(C(O2)CO)O)OC3C(C(C(C(O3)CO)O)O)O)O)O)O,668,1
Fucoidan,CO[C@@H]1[C@@H](C)O[C@H]([C@H]([C@H]1O)OS(=O)(=O)[O-])C,905,1
Fucosterol,C/C=C(/C(C)C)\CC[C@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CC=C2[C@]1(C)CC[C@@H](C2)O)C,724,1
Collettiside Iii,OC[C@H]1O[C@@H](O[C@H]2CC[C@]3(C(=CC[C@@H]4[C@@H]3CC[C@]3([C@H]4C[C@H]4[C@@H]3[C@H](C)[C@]3(O4)CC[C@@H](CO3)C)C)C2)C)[C@@H]([C@H]([C@@H]1O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O)O)O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O,788,1
Stemofoline,CCCCC12C3CCN1C4CC2OC35C4C(C(=C6C(=C(C(=O)O6)C)OC)O5)C,702,2
Pristimerin,CC1=C(C(=O)C=C2C1=CC=C3[C@]2(CC[C@@]4([C@@]3(CC[C@@]5([C@H]4C[C@](CC5)(C)C(=O)OC)C)C)C)C)O,501,1
Tuberostemonine,CC[C@@H]1[C@H]2CCCC[NH+]3[C@H]2[C@@H]([C@@H]2[C@H]1OC(=O)[C@H]2C)C[C@H]3[C@@H]1C[C@@H](C(=O)O1)C,610,1
Morusin,CC1=CCc2c(OC1)ccc1c2oc(c1)c1cc(O)cc(c1)O,748,1
Icariin,CC1C(C(C(C(O1)OC2=C(OC3=C(C2=O)C(=CC(=C3CC=C(C)C)OC4C(C(C(C(O4)CO)O)O)O)O)C5=CC=C(C=C5)OC)O)O)O,125,1
Allopurinol,Oc1ncnc2c1c[nH]n2,849,1
2-Methoxyestradiol,COc1cc2c(cc1O)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C,664,1
2-Arachidonoylglycerol,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC(CO)CO,651,1
Astaxanthin,C/C(=C\C=C\C=C(\C=C\C=C(\C=C\C1=C(C)C(=O)[C@H](CC1(C)C)O)/C)/C)/C=C/C=C(/C=C/C1=C(C)C(=O)[C@H](CC1(C)C)O)\C,483,1
Diphenhydramine,CN(CCOC(c1ccccc1)c1ccccc1)C,25,1
Pyridoxal,O=Cc1c(CO)cnc(c1O)C,328,1
Digoxin,O=C1OCC(=C1)[C@H]1CC[C@]2([C@]1(C)[C@H](O)C[C@H]1[C@H]2CC[C@H]2[C@]1(C)CC[C@@H](C2)O[C@H]1C[C@H](O)[C@@H]([C@H](O1)C)O[C@H]1C[C@H](O)[C@@H]([C@H](O1)C)O[C@H]1C[C@H](O)[C@@H]([C@H](O1)C)O)O,18,1
Deoxyguanosine,OC[C@H]1O[C@H](C[C@@H]1O)n1cnc2c1[nH]c(=N)nc2O,6,1
Ketoprofen,OC(=O)C(c1cccc(c1)C(=O)c1ccccc1)C,155,1
Allopregnanolone,O[C@@H]1CC[C@]2([C@H](C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2C(=O)C)C)C,848,1
Oxitriptan,OC(=O)[C@H](Cc1c[nH]c2c1cc(O)cc2)N,261,1
Acetyltryptophan,OC(=O)[C@H](Cc1c[nH]c2c1cccc2)N=C(O)C,830,1
27-Hydroxycholesterol,OCC(CCC[C@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CC=C2[C@]1(C)CC[C@@H](C2)O)C)C,633,1
Valproic Acid,CCCC(C(=O)O)CCC,457,1
Propylene Glycol,OCC(O)C,313,1
Oxypurinol,O=c1nc(O)c2c(n1)[nH][nH]c2,264,1
Desoxycorticosterone,OCC(=O)[C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C,9,1
Enkephalin,Oc1ccc(cc1)C[C@@H](C(=NCC(=NCC(=N[C@H](C(=N[C@H](C(=O)O)CC(C)C)O)Cc1ccccc1)O)O)O)N,39,1
Epinephrine,CNC[C@@H](c1ccc(c(c1)O)O)O,44,1
Paclitaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,267,1
Bradykinin,OC[C@@H](C(=O)N1CCC[C@H]1C(=N[C@H](C(=N[C@H](C(=O)O)CCCNC(=N)N)O)Cc1ccccc1)O)N=C([C@@H](N=C(CN=C([C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)N)O)O)Cc1ccccc1)O,1121,1
Salsolinol,CC1NCCc2c1cc(O)c(c2)O,365,1
Liothyronine,OC(=O)[C@H](Cc1cc(I)c(c(c1)I)Oc1ccc(c(c1)I)O)N,180,1
Saccharin,OC1=NS(=O)(=O)c2c1cccc2,359,1
Imidazole,c1ncc[nH]1,130,1
Pyridoxamine,NCc1c(CO)cnc(c1O)C,330,1
Menadione,CC1=CC(=O)C2=CC=CC=C2C1=O,199,1
Theobromine,CN1C=NC2=C1C(=O)NC(=O)N2C,423,1
Phloroglucinol,Oc1cc(O)cc(c1)O,290,1
Benzoquinone,O=C1C=CC(=O)C=C1,1093,1
Phloretin,Oc1ccc(cc1)CCC(=O)c1c(O)cc(cc1O)O,288,1
Quinolinic Acid,OC(=O)c1ncccc1C(=O)O,342,1
Pentachlorophenol,Clc1c(O)c(Cl)c(c(c1Cl)Cl)Cl,281,1
Ursodiol,O[C@@H]1CC[C@]2([C@@H](C1)C[C@@H]([C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2[C@@H](CCC(=O)O)C)C)O)C,455,1
Cysteamine,NCCS,1198,1
Corticosterone,OCC(=O)[C@H]1CC[C@@H]2[C@]1(C)C[C@H](O)[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C,1179,1
Benzo[Def]Chrysene,c1ccc2c(c1)c1ccc3c4c1c(c2)ccc4ccc3,1090,1
Biotin,OC(=O)CCCC[C@@H]1SC[C@H]2[C@@H]1NC(=N2)O,1114,1
Acetaminophen,Oc1ccc(cc1)N=C(O)C,821,1
Procaine,CCN(CCOC(=O)c1ccc(cc1)N)CC,308,1
Isotretinoin,C/C(=C\C=C\C(=C/C(=O)O)\C)/C=C/C1=C(C)CCCC1(C)C,148,1
Tranexamic Acid,NC[C@@H]1CC[C@H](CC1)C(=O)O,433,1
Lipoic Acid,C1CSSC1CCCCC(=O)O,181,1
Atorvastatin,O[C@@H](C[C@H](CC(=O)O)O)CCn1c(C(C)C)c(c(c1c1ccc(cc1)F)c1ccccc1)C(=Nc1ccccc1)O,949,1
Alprostadil,CCCCC[C@@H](/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)O)O,860,1
Dopa,OC(=O)C(Cc1ccc(c(c1)O)O)N,29,2
Terephthalic Acid,OC(=O)c1ccc(cc1)C(=O)O,416,1
2-Phenoxyethanol,OCCOc1ccccc1,687,1
Famotidine,N=C(NS(=O)(=O)N)CCSCc1csc(n1)NC(=N)N,65,1
Ubidecarenone,COC1=C(OC)C(=O)C(=C(C1=O)C/C=C(/CC/C=C(/CC/C=C(/CC/C=C(/CC/C=C(/CC/C=C(/CC/C=C(/CC/C=C(/CC/C=C(/CCC=C(C)C)\C)\C)\C)\C)\C)\C)\C)\C)\C)C,449,1
Celecoxib,Cc1ccc(cc1)c1cc(nn1c1ccc(cc1)S(=O)(=O)N)C(F)(F)F,1148,1
Parathion,CCOP(=S)(Oc1ccc(cc1)N(=O)=O)OCC,278,1
Gdp,O[C@@H]1[C@@H](COP(=O)(OP(=O)(O)O)O)O[C@H]([C@@H]1O)n1cnc2c1[nH]c(=N)nc2O,93,1
L-2-Hydroxyglutarate,OC(=O)CC[C@@H](C(=O)O)O,161,1
Bilirubin,C=CC1=C(C)/C(=C/c2[nH]c(c(c2C)CCC(=O)O)Cc2[nH]c(c(c2CCC(=O)O)C)/C=C/2\N=C(C(=C2C=C)C)O)/N=C1O,1110,1
Uridine Triphosphate,O[C@@H]1[C@@H](COP(=O)(OP(=O)(OP(=O)(O)O)O)O)O[C@H]([C@@H]1O)n1ccc(nc1=O)O,453,1
Topiramate,NS(=O)(=O)OC[C@]12OC[C@@H]3[C@H]([C@@H]2OC(O1)(C)C)OC(O3)(C)C,432,1
Estriol,CC12CCC3C(C1CC(C2O)O)CCC4=C3C=CC(=C4)O,52,1
Pyrazinoic Acid,OC(=O)c1cnccn1,325,1
Acetamide,CC(=N)O,820,1
Thiamine,OCCc1sc[n+](c1C)Cc1cnc([nH]c1=N)C,425,1
Phenylephrine,CNC[C@@H](c1cccc(c1)O)O,287,1
7-Oxocholesterol,CC(CCC[C@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2C(=O)C=C2[C@]1(C)CC[C@@H](C2)O)C)C,803,1
Oxidopamine,NCCc1cc(O)c(cc1O)O,259,1
Deoxycholic Acid,CC(CCC(=O)O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C,5,1
Estrone,Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CCC2=O)C,53,1
Hydrocortisone,OCC(=O)[C@@]1(O)CC[C@@H]2[C@]1(C)C[C@H](O)[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C,120,1
Prasterone,O[C@H]1CC[C@]2(C(=CC[C@@H]3[C@@H]2CC[C@]2([C@H]3CCC2=O)C)C1)C,306,1
Deoxyguanosine Triphosphate,O[C@H]1C[C@@H](O[C@@H]1COP(=O)(OP(=O)(OP(=O)(O)O)O)O)n1cnc2c1[nH]c(=N)nc2O,481,1
Prostaglandin D2,CCCCC[C@@H](/C=C/[C@H]1C(=O)C[C@@H]([C@@H]1C/C=C\CCCC(=O)O)O)O,315,1
Prostaglandin A2,CCCCC[C@@H](/C=C/[C@H]1C=CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O,314,1
Taurocholate,O[C@@H]1CC[C@]2([C@@H](C1)C[C@H]([C@@H]1[C@@H]2C[C@H](O)[C@]2([C@H]1CC[C@@H]2[C@@H](CCC(=NCCS(=O)(=O)O)O)C)C)O)C,412,1
Acetylcysteine,SC[C@@H](C(=O)O)N=C(O)C,828,1
Cortodoxone,OCC(=O)[C@@]1(O)CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C,1180,1
S-Adenosylhomocysteine,OC(=O)[C@H](CCSC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)N,361,1
S-Adenosyl Methionine,C[S+](C[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)CC[C@@H](C(=O)[O-])N,360,1
Levocarnitine,O[C@@H](C[N+](C)(C)C)CC(=O)[O-],167,1
Aminolevulinic Acid,NCC(=O)CCC(=O)O,865,1
Pyridoxal Phosphate,O=Cc1c(COP(=O)(O)O)cnc(c1O)C,329,1
Ganciclovir,OCC(OCn1cnc2c1[nH]c(=N)nc2O)CO,91,1
Agmatine,NCCCCNC(=N)N,837,1
(2S)-2-Amino-5-[[Amino(Dimethylamino)Methylidene]Amino]Pentanoic Acid,CN(C)C(=NCCCC(C(=O)O)N)N,1111,1
Canthaxanthin,C/C(=C\C=C\C=C(\C=C\C=C(\C=C\C1=C(C)C(=O)CCC1(C)C)/C)/C)/C=C/C=C(/C=C/C1=C(C)C(=O)CCC1(C)C)\C,1138,1
Androstenediol,O[C@H]1CC[C@]2(C(=CC[C@@H]3[C@@H]2CC[C@]2([C@H]3CC[C@@H]2O)C)C1)C,873,1
Palmidrol,CCCCCCCCCCCCCCCC(=NCCO)O,270,1
Stanolone,O=C1CC[C@]2([C@H](C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C)C,396,1
Benzylamine,NCc1ccccc1,1094,1
Norepinephrine,C1=CC(=C(C=C1C(CN)O)O)O,241,1
Escitalopram,N#Cc1ccc2c(c1)CO[C@@]2(CCCN(C)C)c1ccc(cc1)F,48,1
Leukotriene D4,CCCCC/C=C\C/C=C\C=C\C=C\[C@H]([C@H](CCCC(=O)O)O)SC[C@@H](C(=NCC(=O)O)O)N,166,1
Cholic Acid,O[C@@H]1CC[C@]2([C@@H](C1)C[C@H]([C@@H]1[C@@H]2C[C@H](O)[C@]2([C@H]1CC[C@@H]2[C@@H](CCC(=O)O)C)C)O)C,1160,1
Simvastatin,CCC(C(=O)O[C@H]1C[C@@H](C)C=C2[C@H]1[C@@H](CC[C@@H]1C[C@@H](O)CC(=O)O1)[C@H](C=C2)C)(C)C,387,1
25-Hydroxycholecalciferol,O[C@H]1CCC(=C)/C(=C\C=C\2/CCC[C@]3([C@H]2CC[C@@H]3[C@@H](CCCC(O)(C)C)C)C)/C1,631,1
Flavin Adenine Dinucleotide,O[C@@H]([C@H]([C@H](Cn1c2cc(C)c(cc2nc2c1nc(=O)nc2O)C)O)O)COP(=O)(OP(=O)(OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)O)O,72,1
Thiazole,c1nccs1,426,1
Oxiglutatione,OC(=O)CN=C([C@@H](N=C(CC[C@@H](C(=O)O)N)O)CSSC[C@@H](C(=NCC(=O)O)O)N=C(CC[C@@H](C(=O)O)N)O)O,260,1
2-(5-Hydroxy-1H-Indol-3-Yl)Acetic Acid,OC(=O)Cc1c[nH]c2c1cc(O)cc2,571,1
Bicarbonate,OC(=O)O,1107,1
Uridine Diphosphate Glucose,OC[C@H]1O[C@H](OP(=O)(OP(=O)(OC[C@H]2O[C@H]([C@@H]([C@@H]2O)O)n2ccc(nc2=O)O)O)O)[C@@H]([C@H]([C@@H]1O)O)O,452,1
Chenodiol,CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C,1153,1
Ap,OC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)C,885,1
L-Carnosine,NCCC(=N[C@H](C(=O)O)Cc1[nH]cnc1)O,164,1
Taurolithocholic Acid,O[C@@H]1CC[C@]2([C@@H](C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2[C@@H](CCC(=NCCS(=O)(=O)O)O)C)C)C,413,1
Aniline,C1=CC=C(C=C1)N,881,1
Pantoprazole,COc1c(OC)ccnc1CS(=O)c1nc2c([nH]1)cc(cc2)OC(F)F,275,1
Carbon Tetrachloride,ClC(Cl)(Cl)Cl,1140,1
Tretinoin,C/C(=C\C=C\C(=C\C(=O)O)\C)/C=C/C1=C(C)CCCC1(C)C,437,1
Dimethylformamide,O=CN(C)C,21,1
Diphenylether,c1ccc(cc1)Oc1ccccc1,26,1
Aldosterone,OCC(=O)[C@H]1CC[C@@H]2[C@]1(C=O)C[C@H](O)[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C,841,1
Metoprolol,COCCc1ccc(cc1)OCC(CNC(C)C)O,209,1
Alitretinoin,C/C(=C/C=C/C(=C/C(=O)O)/C)/C=C/C1=C(C)CCCC1(C)C,843,1
Loperamide,Clc1ccc(cc1)C1(O)CCN(CC1)CCC(C(=O)N(C)C)(c1ccccc1)c1ccccc1,184,1
Sertraline,CN[C@H]1CC[C@H](c2c1cccc2)c1ccc(c(c1)Cl)Cl,379,1
Levothyroxine,OC(=O)[C@H](Cc1cc(I)c(c(c1)I)Oc1cc(I)c(c(c1)I)O)N,171,1
Anthranilic Acid,OC(=O)c1ccccc1N,883,1
Ethinyl Estradiol,C#C[C@]1(O)CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CCc2c1ccc(c2)O,55,1
Cytidine 5'-Phosphate,O[C@@H]1[C@H](O)[C@H](O[C@H]1n1ccc(=N)nc1O)COP(=O)(O)O,1199,1
Cholecalciferol,CC(C)CCCC(C)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C,1158,1
Mesalamine,Nc1ccc(c(c1)C(=O)O)O,200,1
Somatostatin,NCCCC[C@@H]1N=C(O)[C@H](CSSC[C@H](N=C(O)[C@H](CO)N=C(O)[C@@H](N=C(O)[C@H](Cc2ccccc2)N=C([C@@H](N=C([C@@H](N=C([C@@H](N=C([C@@H](N=C([C@@H](N=C([C@@H](N=C1O)CC(=N)O)O)Cc1ccccc1)O)Cc1ccccc1)O)Cc1c[nH]c2c1cccc2)O)CCCCN)O)[C@H](O)C)O)[C@H](O)C)C(=O)O)N=C(CN=C([C@@H](N)C)O)O,392,1
Venlafaxine,COc1ccc(cc1)C(C1(O)CCCCC1)CN(C)C,460,1
Urea,NC(=N)O,450,1
Lithocholic Acid,O[C@@H]1CC[C@]2([C@@H](C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2[C@@H](CCC(=O)O)C)C)C,183,1
Benzophenone,O=C(c1ccccc1)c1ccccc1,1092,1
Angiotensin Ii,CC[C@@H]([C@@H](C(=N[C@H](C(=O)N1CCC[C@H]1C(=N[C@H](C(=O)O)Cc1ccccc1)O)Cc1[nH]cnc1)O)N=C([C@@H](N=C([C@H](C(C)C)N=C([C@@H](N=C([C@H](CC(=O)O)N)O)CCCNC(=N)N)O)O)Cc1ccc(cc1)O)O)C,880,1
Metformin,CN(C(=N)NC(=N)N)C,201,1
Cytidine Diphosphate,O[C@@H]1[C@@H](COP(=O)(OP(=O)(O)O)O)O[C@H]([C@@H]1O)n1ccc(=N)nc1O,1200,1
Nandrolone,O=C1CC[C@H]2C(=C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C,224,1
Gabapentin,NCC1(CCCCC1)CC(=O)O,84,1
3-Iodothyronamine,NCCc1ccc(c(c1)I)Oc1ccc(cc1)O,738,1
Calcitriol,O[C@H]1C[C@H](O)C(=C)/C(=C\C=C\2/CCC[C@]3([C@H]2CC[C@@H]3[C@@H](CCCC(O)(C)C)C)C)/C1,1132,1
Diazepam,Clc1ccc2c(c1)C(=NCC(=O)N2C)c1ccccc1,11,1
Oxytocin,CC[C@@H]([C@@H]1N=C(O)[C@H](Cc2ccc(cc2)O)N=C(O)[C@@H](N)CSSC[C@H](N=C([C@@H](N=C([C@@H](N=C1O)CCC(=N)O)O)CC(=N)O)O)C(=O)N1CCC[C@H]1C(=N[C@H](C(=NCC(=N)O)O)CC(C)C)O)C,266,1
Cpg,O[C@@H]1[C@H](O)[C@H](O[C@H]1n1cnc2c1[nH]c(=N)nc2O)COP(=O)(O)O,1186,1
Methyldopa,OC(=O)[C@](Cc1ccc(c(c1)O)O)(N)C,205,1
Spermine,NCCCNCCCCNCCCN,394,1
Cotinine,O=C1CC[C@H](N1C)c1cccnc1,1182,1
Levofloxacin,CN1CCN(CC1)c1c(F)cc2c3c1OC[C@@H](n3cc(c2=O)C(=O)O)C,169,1
Benzamide,OC(=N)c1ccccc1,1088,1
S-Nitrosoglutathione,O=NSC[C@@H](C(=NCC(=O)O)O)N=C(CC[C@@H](C(=O)O)N)O,390,1
Aicar,O[C@@H]1[C@H](O)[C@H](O[C@H]1n1cnc(c1N)C(=N)O)COP(=O)(O)O,838,1
Naproxen,COc1ccc2c(c1)ccc(c2)[C@@H](C(=O)O)C,227,1
Oleoylethanolamide,CCCCCCCC/C=C\CCCCCCCC(=NCCO)O,250,1
Quetiapine,OCCOCCN1CCN(CC1)C1=Nc2ccccc2Sc2c1cccc2,338,1
Theophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2,424,1
Chloroform,ClC(Cl)Cl,1155,1
Levodopa,OC(=O)[C@H](Cc1ccc(c(c1)O)O)N,168,1
3-Aminobenzoic Acid,Nc1cccc(c1)C(=O)O,731,1
Hippuric Acid,OC(=NCC(=O)O)c1ccccc1,114,1
Eckol,C1=C(C=C(C=C1O)OC2=C(C=C(C3=C2OC4=C(C=C(C=C4O3)O)O)O)O)O,34,1
Polygodial,O=C[C@H]1C(=CC[C@@H]2[C@]1(C)CCCC2(C)C)C=O,304,1
Celastrol,O=C1C=C2C(=CC=C3[C@@]2(C)CC[C@@]2([C@]3(C)CC[C@@]3([C@H]2C[C@@](C)(CC3)C(=O)[O-])C)C)C=C1O,766,2
Cucurbitacin B,CC(=O)OC(C)(C)C=CC(=O)C(C)(C1C(CC2(C1(CC(=O)C3(C2CC=C4C3CC(C(=O)C4(C)C)O)C)C)C)O)O,722,3
Dimethyl Sulfide,CSC,539,1
Adenosine,OC[C@H]1O[C@H]([C@H]([C@@H]1O)O)n1cnc2c1ncnc2N,576,1
Ajoene,C=CCSS/C=C/C[S@@](=O)CC=C,875,1
Tetraethylammonium Chloride,CC[N+](CC)(CC)CC.[Cl-],418,1
Cearoin,COc1cc(O)c(cc1O)C(=O)c1ccccc1,709,1
Delphinidin,Oc1cc(O)c2c(c1)[o+]c(c(c2)O)c1cc(O)c(c(c1)O)O,3,1
Fraxetin,COC1=C(C(=C2C(=C1)C=CC(=O)O2)O)O,81,1
Astilbin,CC1C(C(C(C(O1)OC2C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O,625,1
Esculentoside A,OC[C@H]1O[C@@H](O[C@@H]2CO[C@H]([C@@H]([C@H]2O)O)O[C@H]2[C@@H](O)C[C@]3([C@H]([C@]2(C)CO)CC[C@@]2([C@@H]3CC=C3[C@@]2(C)CC[C@@]2([C@H]3C[C@](C)(CC2)C(=O)OC)C(=O)[O-])C)C)[C@@H]([C@H]([C@@H]1O)O)O,795,1
Esculentic Acid,OC[C@]1(C)[C@@H](O)CC[C@]2(C1CC[C@@]1([C@@H]2CC=C2[C@@]1(C)CC[C@@]1([C@@H]2C[C@](CC1)(C)C(=O)[O-])C(=O)[O-])C)C,656,1
"2,6-Diacetyl-7,9-Dihydroxy-8,9B-Dimethyldibenzofuran-1,3-Dione",CC1=C(C(=C2C(=C1O)C3(C(=CC(=O)C(C3=O)C(=O)C)O2)C)C(=O)C)O,607,1
Deguelin,COc1cc2c(cc1OC)OC[C@@H]1[C@H]2C(=O)c2c(O1)c1C=CC(Oc1cc2)(C)C,2,1
Indirubin,O=C1/C(=C\2/C(=Nc3c2cccc3)O)/Nc2c1cccc2,132,1
Rotenone,CC(=C)C1CC2=C(O1)C=CC3=C2OC4COC5=CC(=C(C=C5C4C3=O)OC)OC,356,1
Xanthatin,CC(=O)/C=C/C1=CC[C@H]2[C@H](C[C@@H]1C)OC(=O)C2=C,727,1
"Rhodioloside,Salidroside",C1=CC(=CC=C1CCOC2C(C(C(C(O2)CO)O)O)O)O,635,1
Apicidin,CCC(=O)CCCCC[C@@H]1NC(=O)[C@H]2CCCCN2C(=O)[C@@H](NC(=O)[C@@H](NC1=O)Cc1cn(c2c1cccc2)OC)[C@H](CC)C,777,1
Desoxypodophyllotoxin,COC1=CC(=CC(=C1OC)OC)C2C3C(CC4=CC5=C(C=C24)OCO5)COC3=O,485,1
Diphyllin,COc1cc2c(c3ccc4c(c3)OCO4)c3C(=O)OCc3c(c2cc1OC)O,27,1
Loliolide,O[C@@H]1C[C@@]2(C)OC(=O)C=C2C(C1)(C)C,608,1
Melanin,CC1=C2C3=C(C4=CNC5=C(C(=O)C(=O)C(=C45)C3=CN2)C)C(=O)C1=O,768,1
Plumbagin,CC1=CC(=O)C2=C(C1=O)C=CC=C2O,302,1
Quindoline,c1ccc2c(c1)nc1c(c2)[nH]c2c1cccc2,516,1
Kinetin,C1=COC(=C1)CNC2=NC=NC3=C2NC=N3,156,1
Oseltamivir,CCOC(=O)C1=C[C@H]([C@@H]([C@H](C1)N)N=C(O)C)OC(CC)CC,255,1
Bilobetin,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O)C4=C(C=C(C5=C4OC(=CC5=O)C6=CC=C(C=C6)O)O)O,1112,1
"1,3-Dicyclohexylurea",OC(=NC1CCCCC1)NC1CCCCC1,495,1
Oleuropein,OC[C@H]1O[C@@H](O[C@@H]2OC=C([C@H](/C/2=C\C)CC(=O)OCCc2ccc(c(c2)O)O)C(=O)OC)[C@@H]([C@H]([C@@H]1O)O)O,251,2
Isoliensinine,CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)OC)OC4=C(C=CC(=C4)CC5C6=CC(=C(C=C6CCN5C)OC)O)O)OC,712,1
Neferine,COc1ccc(cc1)C[C@H]1[NH+](C)CCc2c1cc(Oc1cc(ccc1O)C[C@H]1[NH+](C)CCc3c1cc(OC)c(c3)OC)c(c2)OC,636,1
Ailanthone,O=C1O[C@@H]2C[C@H]3C(=CC(=O)[C@H]([C@@]3([C@@H]3[C@@]42[C@@H](C1)C(=C)[C@H]([C@@]3(OC4)O)O)C)O)C,524,1
Carnosic Acid,OC(=O)[C@@]12CCCC([C@@H]2CCc2c1c(O)c(c(c2)C(C)C)O)(C)C,1142,1
Caffeic Acid Phenethyl Ester,O=C(/C=C/c1ccc(c(c1)O)O)OCCc1ccccc1,1129,1
Baccharin,O=C(Oc1ccc(cc1CC=C(C)C)/C=C/C(=O)O)CCc1ccccc1,1040,1
Desmethoxyyangonin,COc1cc(/C=C/c2ccccc2)oc(=O)c1,8,1
Panduratin A,COc1cc(O)c(c(c1)O)C(=O)[C@@H]1[C@H](CC=C(C)C)C(=CC[C@H]1c1ccccc1)C,494,1
Chrysin Dimethyl Ether,COc1cc(OC)c2c(c1)oc(cc2=O)c1ccccc1,1163,1
Geranylgeraniol,OC/C=C(/CC/C=C(/CC/C=C(/CCC=C(C)C)\C)\C)\C,98,1
Ginkgolide C,O=C1O[C@@H]2[C@@]([C@@H]1C)(O)[C@@]13[C@]4([C@H]2O)[C@H](OC3=O)[C@@H]([C@H]([C@@]24[C@H](O1)OC(=O)[C@@H]2O)C(C)(C)C)O,783,1
Sciadopitisin,COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4=C(C=CC(=C4)C5=CC(=O)C6=C(C=C(C=C6O5)OC)O)OC,496,1
Ginkgolide B,O=C1O[C@@H]2[C@@]([C@@H]1C)(O)[C@@]13[C@]4([C@H]2O)[C@H](OC3=O)C[C@H]([C@@]24[C@H](O1)OC(=O)[C@@H]2O)C(C)(C)C,767,1
Orcinol,Cc1cc(O)cc(c1)O,252,1
Ginkgolide J,O=C1O[C@@H]2[C@@]([C@@H]1C)(O)[C@@]13[C@]4(C2)[C@H](OC3=O)[C@@H]([C@H]([C@@]24[C@H](O1)OC(=O)[C@@H]2O)C(C)(C)C)O,790,1
Cucurbitacin E,CC(=O)OC(/C=C/C(=O)[C@@]([C@H]1[C@H](O)C[C@@]2([C@]1(C)CC(=O)[C@@]1([C@H]2CC=C2[C@H]1C=C(O)C(=O)C2(C)C)C)C)(O)C)(C)C,723,1
Capsaicin,CC(C)C=CCCCCC(=O)NCC1=CC(=C(C=C1)O)OC,1139,1
Calcimycin,CNc1ccc2c(c1C(=O)O)nc(o2)C[C@H]1O[C@@]2(CC[C@H]1C)O[C@@H]([C@@H](C[C@H]2C)C)[C@@H](C(=O)c1ccc[nH]1)C,1131,1
Orcinol Glucoside,OC[C@H]1O[C@@H](Oc2cc(C)cc(c2)O)[C@@H]([C@H]([C@@H]1O)O)O,808,1
